Date of Interview,Client name,Industry,Location,position,skillset,Interview Type,Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,necessary_permission,unscheduled_meetings,followup_3hours_call,alternative_number,resume_printout_JD,venue_details,shared_call_letter,Expected Attendance,Observed Attendance,Marital Status
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Visakapatinam,,,,,,,,No,No,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Mumbai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Belgaum,No,,,,,,,No,No,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Bangalore,,,,,,,,No,Yes,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Cochin,,,,,,,,No,No,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Chennai,,,,,,,,No,No,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,,,,,,,,No,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Pune,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,,,,,,,,No,No,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Bangalore,,,,,,,,No,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Patna,,,,,,,,No,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Patna,,,,,,,,No,No,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Hyderabad,,,,,,,,No,No,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Cochin,,,,,,,,No,Yes,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Cuttack,,,,,,,,No,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Chennai,,,,,,,,No,No,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,No/Need to Check,No,No,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Bangalore,,,,,,,,No,No,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Bangalore,,,,,,,,No,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Kolkata,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Hyderabad,,,,,,,,No,No,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Allahabad,,,,,,,,No,Yes,Single
13.04.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,AML/KYC/CDD,Scheduled Walk-In,Male,Bangalore,Bangalore,Bangalore,Chennai,,,,,,,,No,No,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Cochin,,,,,,,,No,No,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,,,,,,,,No,Yes,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Bangalore,No,,,,,,,No,No,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Married
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Single
27.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,Biosimiliars,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Label,Scheduled Walk-In,Male,Hyderabad,Chennai,Hyderabad,Visakapatinam,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Label,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Female,Hyderabad,Chennai,Hyderabad,Hyderabad,,,,,,,,No,Yes,Single
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Female,Hyderabad,Chennai,Hyderabad,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Chitoor,,,,,,,,No,No,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,No,,,,,,,No,No,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,EMEA,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,EMEA,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,EMEA,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Chitoor,,,,,,,,No,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,Biosimiliars,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Anantapur,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,LCM -Manager,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Warangal,No,,,,,,,No,No,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,Licensing – RA,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,,,,,,,,No,Yes,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,Licensing – RA,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,,,,,,,,No,No,Married
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,generic drugs – RA,Scheduled ,Female,Hyderabad,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Single
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,Biosimilars,Scheduled ,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,,,,,,,,No,No,Married
5.5.16,Hospira,Pharmaceuticals,Bangalore,Routine,Regulatory,Scheduled ,Male,Bangalore,Chennai,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
5.5.16,Hospira,Pharmaceuticals,Bangalore,Routine,Regulatory,Scheduled ,Male,Bangalore,Visakapatinam,Hyderabad,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
5.5.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Regulatory,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,Yes,Yes,No,Yes,Yes,Yes,No/Need to Check,No,Yes,Married
5.5.16,Hospira,Pharmaceuticals,Bangalore,Routine,Regulatory,Scheduled ,Female,Bangalore,Visakapatinam,Hyderabad,Ahmedabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
4.5.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Regulatory,Scheduled ,Female,Hyderabad,Visakapatinam,Hyderabad,Ahmedabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
5.5.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Regulatory,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
21.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Single
21.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Visakapatinam,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Married
21.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
21.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,,,,,,,,No,Yes,Single
22.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Female,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,,,,,,,,No,No,Married
22.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,,,,,,,,No,Yes,Married
22.4.16,Hospira,Pharmaceuticals,Chennai,Routine,Analytical R&D,Scheduled ,Male,Chennai,Visakapatinam,Hyderabad,Kurnool,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.4.16,Hospira,Pharmaceuticals,Bangalore,Routine,Analytical R&D,Scheduled ,Male,Bangalore,Visakapatinam,Hyderabad,Vijayawada,Yes,No,Yes,Yes,Yes,Yes,No/Need to Check,No,No,Single
23.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,,,,,,,,No,Yes,Married
23.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Female,Hyderabad,Visakapatinam,Hyderabad,Vijayawada,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Single
23.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Vijayawada,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
23.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
23.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R&D,Scheduled ,Male,Hyderabad,Visakapatinam,Hyderabad,Vijayawada,,,,,,,,No,No,Married
15 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
15 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,No,No,Yes,Yes,No,No,No/Need to Check,No,No,Married
19 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
21-Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Trichy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
21-Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
21-Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
21-Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Vellore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
21-Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,No,No,Yes,No,Yes,No,No/Need to Check,No,No,Married
21-Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
21-Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22 -Apr -16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
25 – Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
25 – Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
25 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Salem,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Married
25 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Married
25 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Female,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Single
20 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Trichy,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Married
19 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Female,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
18 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech Lead- Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
18 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Married
15 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Technical Lead,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Single
15 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
15 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Single
15 Apr 16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Married
11.5.16,Standard Chartered Bank,BFSI,Chennai,Routine,Sr Automation Testing,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
